"cohort","timeframe","eventSelector","scanStart","scanEnd","overallEvents","overallUniqueTickers","intervals","requiredObservations","configuredRatio","requiredExpandedIntervals","effectiveRatio","baseline","passEvents","failEvents","unknownEvents","passUniqueTickers","passRate","passUniqueTickerRate","group","horizonSessions","eligible","unavailable","smallSample","meanReturn","positiveReturnRatio","q25Return","medianReturn","q75Return","medianMfe","medianMae"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","FAIL","20","659","42","false","0.017935116835969135","0.5993930197268589","-0.029690505102930698","0.018972849198560793","0.07301849579605357","0.058939096267190516","-0.07523939808481528"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","FAIL","60","638","63","false","0.08509471443080414","0.7413793103448276","-0.0026210730270067317","0.06686794784456174","0.15025508221728706","0.12661034261318949","-0.12274615992650989"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","FAIL","120","631","70","false","0.22328208758032592","0.8906497622820919","0.06580117571498123","0.17708146821844228","0.3204938271604939","0.2441093308199811","-0.12320328542094461"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","FAIL","245","620","81","false","0.4502129805819675","0.8806451612903226","0.12344447122525143","0.3346706224438908","0.6034514171132191","0.49086048836697005","-0.12789133499295158"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","3","4","1","3","1","false","0","701","0","0","0","0","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","PASS","20","38","3","false","0.021817793674605762","0.6578947368421053","-0.006302640447414881","0.033591438411881724","0.07044257520670966","0.08404882319886053","-0.07172660825790211"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","PASS","60","37","4","false","0.09123287202096744","0.7837837837837838","0.010273972602739656","0.10434782608695659","0.18140243902439024","0.16276413478012564","-0.12614678899082565"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","PASS","120","36","5","false","0.2453169546034037","0.8888888888888888","0.07170730174688955","0.1528549320192354","0.4210397896201777","0.2790441393588299","-0.12703443345645177"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","PASS","245","35","6","false","0.5020227017519193","0.8571428571428571","0.07085663618567617","0.405","0.8633169675852602","0.6984352773826459","-0.13556437889960293"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","FAIL","20","621","39","false","0.017697529525392334","0.5958132045088567","-0.030905670518677764","0.018404907975460016","0.07243319268635728","0.05740181268882183","-0.07523939808481528"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","FAIL","60","601","59","false","0.08471682452924671","0.7387687188019967","-0.003937007874015741","0.06601941747572826","0.14773396115361992","0.12198541783510941","-0.12177419354838714"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","FAIL","120","595","65","false","0.2219488855419548","0.8907563025210085","0.06519001917043998","0.17901234567901225","0.31773662231652355","0.24389891696750898","-0.12317327766179542"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","FAIL","245","585","75","false","0.44711325367436394","0.882051282051282","0.12623097582811105","0.33375","0.6010773604668562","0.4849176172370089","-0.12771678243334084"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.5","2","0.5","false","41","660","0","39","0.05848787446504993","0.07303370786516854","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","PASS","20","1","1","true","-0.014749262536873142","0","-0.014749262536873142","-0.014749262536873142","-0.014749262536873142","0.02448377581120953","-0.03156342182890859"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","PASS","60","1","1","true","-0.02920353982300883","0","-0.02920353982300883","-0.02920353982300883","-0.02920353982300883","0.02448377581120953","-0.14277286135693212"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","PASS","120","1","1","true","0.0002949852507374562","1","0.0002949852507374562","0.0002949852507374562","0.0002949852507374562","0.027728613569321547","-0.14277286135693212"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","PASS","245","1","1","true","0.08259587020648973","1","0.08259587020648973","0.08259587020648973","0.08259587020648973","0.13038348082595874","-0.14277286135693212"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","FAIL","20","658","41","false","0.017984789145046403","0.6003039513677811","-0.029800983587598417","0.019093597955386343","0.07331114735090172","0.059031931746258204","-0.07543821627981101"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","FAIL","60","637","62","false","0.08527414654109272","0.7425431711145997","-0.002086811352253748","0.06763555058692017","0.1502769230769232","0.1266800114383757","-0.12247644683714676"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","FAIL","120","630","69","false","0.2236360353618015","0.8904761904761904","0.06598338112235952","0.17764964500031022","0.3207407407407408","0.24442411201949954","-0.12318828154137001"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","FAIL","245","619","80","false","0.450806869290167","0.8804523424878837","0.12498191605955344","0.33528484575546047","0.6036230017072477","0.49156626506024104","-0.12786059206382527"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","0.7","3","0.75","true","2","699","0","2","0.0028530670470756064","0.003745318352059925","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","PASS","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","PASS","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","PASS","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","PASS","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","FAIL","20","659","42","false","0.017935116835969135","0.5993930197268589","-0.029690505102930698","0.018972849198560793","0.07301849579605357","0.058939096267190516","-0.07523939808481528"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","FAIL","60","638","63","false","0.08509471443080414","0.7413793103448276","-0.0026210730270067317","0.06686794784456174","0.15025508221728706","0.12661034261318949","-0.12274615992650989"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","FAIL","120","631","70","false","0.22328208758032592","0.8906497622820919","0.06580117571498123","0.17708146821844228","0.3204938271604939","0.2441093308199811","-0.12320328542094461"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","FAIL","245","620","81","false","0.4502129805819675","0.8806451612903226","0.12344447122525143","0.3346706224438908","0.6034514171132191","0.49086048836697005","-0.12789133499295158"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","4","5","1","4","1","false","0","701","0","0","0","0","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","PASS","20","23","3","true","-0.032192796874968455","0.391304347826087","-0.09155540045791183","-0.013227513227513255","0.03265215498325236","0.057855927396483375","-0.09465020576131689"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","PASS","60","23","3","true","0.04457164042949569","0.5652173913043478","-0.037723873856436885","0.02382302892796373","0.1101197843133328","0.09171075837742504","-0.12700369913686804"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","PASS","120","23","3","true","0.13083255152863443","0.782608695652174","0.026087648217056558","0.09459459459459452","0.17800047711215183","0.1992945326278659","-0.12700369913686804"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","PASS","245","22","4","true","0.36753549237752164","0.8636363636363636","0.03256208065297084","0.3093645218720322","0.46239941510102806","0.5446717921598937","-0.15618309035070238"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","FAIL","20","636","39","false","0.019747918746899278","0.6069182389937107","-0.029198352800891614","0.019455037606554648","0.07559428667227025","0.059031931746258204","-0.07516759176271415"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","FAIL","60","615","60","false","0.08661021150727585","0.7479674796747967","-0.0009212602432941419","0.06777777777777771","0.15108653104390757","0.12698412698412698","-0.12177419354838714"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","FAIL","120","608","67","false","0.22677935621386033","0.8947368421052632","0.06635246278680385","0.18197165322076547","0.3236350146098184","0.24939404563348577","-0.12316220153186236"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","FAIL","245","598","77","false","0.4532546273052084","0.8812709030100334","0.12882854237433378","0.33593374690442357","0.6037945863012762","0.4885028447107538","-0.12755265873259397"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.5","3","0.5","false","26","675","0","24","0.037089871611982884","0.0449438202247191","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","PASS","20","3","0","true","0.022518516049168102","1","0.013358034992640433","0.024464831804281273","0.03265215498325236","0.029561671763506547","-0.09989806320081551"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","PASS","60","3","0","true","-0.02987826190470873","0.3333333333333333","-0.056728907321044963","-0.02956167176350666","-0.0028693214177714643","0.04952723998199016","-0.13556437889960293"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","PASS","120","3","0","true","0.10039466495913978","1","0.0700474710632133","0.09582059123343534","0.12845482199221403","0.09785932721712531","-0.13556437889960293"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","PASS","245","3","0","true","0.12122837437138774","0.6666666666666666","-0.012889541099379398","0.017329255861366022","0.20339673058714403","0.18654434250764518","-0.13556437889960293"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","FAIL","20","656","42","false","0.017914156168835606","0.5975609756097561","-0.02999337151903786","0.018899152244052253","0.07380639572776077","0.0592106248186931","-0.07516759176271415"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","FAIL","60","635","63","false","0.08563789384656248","0.7433070866141732","-0.0018021310175532768","0.06777777777777771","0.15059474048152888","0.12673956262425445","-0.12247644683714676"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","FAIL","120","628","70","false","0.22386912940813414","0.8901273885350318","0.06587501585210709","0.1786150837305952","0.3212865153886281","0.24529905323476775","-0.12318828154137001"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","FAIL","245","617","81","false","0.4518125815846121","0.8816855753646677","0.12623097582811105","0.33528484575546047","0.6039661708953048","0.49301143583227436","-0.12786059206382527"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.6666666666666666","4","0.6666666666666666","false","3","698","0","3","0.0042796005706134095","0.0056179775280898875","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","PASS","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","PASS","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","PASS","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","PASS","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","FAIL","20","659","42","false","0.017935116835969135","0.5993930197268589","-0.029690505102930698","0.018972849198560793","0.07301849579605357","0.058939096267190516","-0.07523939808481528"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","FAIL","60","638","63","false","0.08509471443080414","0.7413793103448276","-0.0026210730270067317","0.06686794784456174","0.15025508221728706","0.12661034261318949","-0.12274615992650989"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","FAIL","120","631","70","false","0.22328208758032592","0.8906497622820919","0.06580117571498123","0.17708146821844228","0.3204938271604939","0.2441093308199811","-0.12320328542094461"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","FAIL","245","620","81","false","0.4502129805819675","0.8806451612903226","0.12344447122525143","0.3346706224438908","0.6034514171132191","0.49086048836697005","-0.12789133499295158"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","0.8333333333333334","5","0.8333333333333334","false","0","701","0","0","0","0","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","PASS","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","PASS","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","PASS","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","PASS","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","FAIL","20","659","42","false","0.017935116835969135","0.5993930197268589","-0.029690505102930698","0.018972849198560793","0.07301849579605357","0.058939096267190516","-0.07523939808481528"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","FAIL","60","638","63","false","0.08509471443080414","0.7413793103448276","-0.0026210730270067317","0.06686794784456174","0.15025508221728706","0.12661034261318949","-0.12274615992650989"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","FAIL","120","631","70","false","0.22328208758032592","0.8906497622820919","0.06580117571498123","0.17708146821844228","0.3204938271604939","0.2441093308199811","-0.12320328542094461"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","FAIL","245","620","81","false","0.4502129805819675","0.8806451612903226","0.12344447122525143","0.3346706224438908","0.6034514171132191","0.49086048836697005","-0.12789133499295158"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","6","7","1","6","1","false","0","701","0","0","0","0","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","8","9","0.5","4","0.5","false","31","670","0","30","0.0442225392296719","0.056179775280898875","PASS","20","28","3","true","-0.041060346290119745","0.42857142857142855","-0.10836631833478363","-0.012591579612551584","0.028558493393766815","0.053655679199147044","-0.10718704431973841"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","8","9","0.5","4","0.5","false","31","670","0","30","0.0442225392296719","0.056179775280898875","PASS","60","28","3","true","0.034395494698757974","0.4642857142857143","-0.06499999999999995","-0.007293766196372009","0.12838850133433216","0.07642398076828738","-0.14578938905705496"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","8","9","0.5","4","0.5","false","31","670","0","30","0.0442225392296719","0.056179775280898875","PASS","120","27","4","true","0.1534408003571851","0.7037037037037037","-0.004526748971193428","0.07645259938837912","0.20352766912103082","0.14331550802139037","-0.14581844174410297"
"Monthly Zone, 3 months","MONTHLY","IN_ZONE_ENTERED","2025-02-03","2025-05-02","701","534","8","9","0.5","4","0.5","false","31","670","0","30","0.0442225392296719","0.056179775280898875","PASS","245","27","4","true","0.31592512547551804","0.8518518518518519","0.024209386839867064","0.30775343398796684","0.5219802390880811","0.40821886706777155","-0.16300366300366298"
