"cohort","timeframe","eventSelector","scanStart","scanEnd","overallEvents","overallUniqueTickers","intervals","requiredObservations","configuredRatio","requiredExpandedIntervals","effectiveRatio","baseline","passEvents","failEvents","unknownEvents","passUniqueTickers","passRate","passUniqueTickerRate","group","horizonSessions","eligible","unavailable","smallSample","meanReturn","positiveReturnRatio","q25Return","medianReturn","q75Return","medianMfe","medianMae"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","PASS","20","90","4","false","-0.025694513447256838","0.36666666666666664","-0.08524036065851207","-0.042004707368807126","0.03743960121806916","0.05758715798352576","-0.084060543772774"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","PASS","60","88","6","false","0.057190994063481805","0.6477272727272727","-0.028350458436475823","0.015035776948086998","0.12461769390590516","0.08485013456653512","-0.15021628459357905"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","PASS","120","88","6","false","0.177711211992377","0.8295454545454546","0.033877097316168114","0.12876944889140007","0.2734755928118388","0.1802823062685046","-0.15021628459357905"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","PASS","245","85","9","false","0.5211556467423135","0.8823529411764706","0.13793103448275867","0.36370577755153977","0.6467905997895476","0.5818303273213092","-0.17420212765957444"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","FAIL","20","826","86","false","-0.005271663762186776","0.47578692493946734","-0.059119403753572025","-0.0054420763874235","0.038216132340672004","0.04665899513272265","-0.06575759227260047"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","FAIL","60","800","112","false","0.05150338114850903","0.64625","-0.02165535063843413","0.03600843782529217","0.10077519070097918","0.08577239861318797","-0.13625547691270645"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","FAIL","120","782","130","false","0.18205523196329845","0.8529411764705882","0.0368848522810315","0.13682017183837758","0.25846978048064073","0.18744550814277927","-0.13748633763609214"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","FAIL","245","762","150","false","0.38744085957985175","0.8700787401574803","0.08856980623894517","0.25979131893301066","0.5121396558312445","0.4079861836515829","-0.1404566325332332"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","0.6666666666666666","2","0.6666666666666666","false","94","912","0","80","0.09343936381709742","0.14010507880910683","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","20","5","0","true","-0.044999170184335614","0.4","-0.07982631930527717","-0.07194244604316546","0.002333041703120431","0.01870407481629921","-0.08240680183126226"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","60","5","0","true","0.032276156468455316","0.8","0.008978963571061982","0.010354041416165582","0.017658600392413293","0.035404141616566465","-0.17835671342685366"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","120","5","0","true","0.11614228420854693","0.8","0.026160889470242088","0.14571575166752182","0.15798263193052775","0.17702070808283232","-0.17835671342685366"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","245","5","0","true","0.5065883387634038","1","0.34205362982341403","0.46960587842351376","0.551821446895844","0.5818303273213092","-0.17835671342685366"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","FAIL","20","911","90","false","-0.007071245474091901","0.4654226125137212","-0.061405943549633024","-0.008216926869350827","0.03871473871525677","0.0480114654245789","-0.0701785089254463"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","FAIL","60","883","118","false","0.052179084500624376","0.6455266138165345","-0.02199357165989324","0.034482758620689724","0.10235063152364776","0.08563722184760625","-0.13730144239547193"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","FAIL","120","865","136","false","0.18199429668160183","0.8508670520231214","0.036474164133738496","0.13563144329896915","0.2593180015860428","0.18443804034582123","-0.1380494505494505"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","FAIL","245","842","159","false","0.4002318566260409","0.8705463182897862","0.09352517985611519","0.272640226595252","0.5137401455530745","0.4216527592717356","-0.14334769673026176"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","3","4","1","3","1","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","PASS","20","125","9","false","-0.012323747215262746","0.432","-0.07098923628908249","-0.02183491628316847","0.03930348258706462","0.054054054054053946","-0.05901794145420203"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","PASS","60","123","11","false","0.04930369595120345","0.6097560975609756","-0.03420642344870595","0.016129032258064502","0.12126952173333938","0.08077360637087594","-0.13368055555555558"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","PASS","120","122","12","false","0.17309745726674075","0.819672131147541","0.030434371047612985","0.1301503583429059","0.25844319515290853","0.18077120298513938","-0.13567589421613396"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","PASS","245","119","15","false","0.5041731940993","0.8739495798319328","0.12234388069770774","0.3488182559087205","0.6228083738117942","0.546189376443418","-0.14657980456026054"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","FAIL","20","791","81","false","-0.0064809507912914725","0.47029077117572693","-0.061405943549633024","-0.006647278770253395","0.03727124802175519","0.04658901830282858","-0.07113821138211385"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","FAIL","60","765","107","false","0.05251131737829489","0.6522875816993464","-0.020187793427230094","0.036575875486381415","0.10144927536231885","0.08695652173913038","-0.13793103448275867"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","FAIL","120","748","124","false","0.18300519821401887","0.8556149732620321","0.03783182813355229","0.13719372484709424","0.2587323517432932","0.18744550814277927","-0.13845948034960465"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","FAIL","245","728","144","false","0.3839719160372623","0.8708791208791209","0.08770648763381322","0.2573711715189215","0.511433943639826","0.4079861836515829","-0.14239217368736062"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.5","2","0.5","false","134","872","0","114","0.13320079522862824","0.19964973730297722","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","PASS","20","41","4","false","-0.02272751080174838","0.3902439024390244","-0.07982631930527717","-0.024492497793468626","0.021751254880089332","0.0482347090999502","-0.06483126110124338"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","PASS","60","41","4","false","0.03254112040616149","0.5121951219512195","-0.04256779951939582","0.007703703703703768","0.09967845659163976","0.06349206349206349","-0.15252260134149898"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","PASS","120","40","5","false","0.15161389176709023","0.8","0.02240286106134609","0.09620176671812575","0.181900221116639","0.16588157964854267","-0.16380786799379365"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","PASS","245","37","8","false","0.6525459491070459","0.918918918918919","0.11645101663585944","0.36370577755153977","0.8487109905020354","0.5818303273213092","-0.1821192052980133"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","FAIL","20","875","86","false","-0.006554368611368804","0.4685714285714286","-0.061220059287419526","-0.007213706041478862","0.039329737715714796","0.04768583450210384","-0.07033997655334112"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","FAIL","60","847","114","false","0.053012191806069656","0.6528925619834711","-0.020120340080737154","0.035816618911174825","0.10235063152364776","0.08736627610799785","-0.13712200208550573"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","FAIL","120","830","131","false","0.18306171371077687","0.8530120481927711","0.037272227270553404","0.13762872436765994","0.25942860952791386","0.1868561062353009","-0.13789847285988738"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","FAIL","245","810","151","false","0.3893629195752877","0.8691358024691358","0.09258245528981263","0.26494205202645094","0.5125612330127771","0.4173352902466416","-0.1421037551464462"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","0.7","3","0.75","true","45","961","0","41","0.04473161033797217","0.07180385288966724","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","PASS","20","1","0","true","0.004908835904628317","1","0.004908835904628317","0.004908835904628317","0.004908835904628317","0.017531556802244053","-0.01051893408134641"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","PASS","60","1","0","true","0.016129032258064502","1","0.016129032258064502","0.016129032258064502","0.016129032258064502","0.07012622720897621","-0.10869565217391308"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","PASS","120","1","0","true","0.04137447405329597","1","0.04137447405329597","0.04137447405329597","0.04137447405329597","0.09817671809256656","-0.10869565217391308"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","PASS","245","0","1","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","FAIL","20","915","90","false","-0.007291594878386916","0.4644808743169399","-0.06190886149154862","-0.008532423208191142","0.03871473871525677","0.0480114654245789","-0.07033997655334112"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","FAIL","60","887","118","false","0.052107534796094195","0.6459977452085682","-0.02199357165989324","0.034482758620689724","0.10235063152364776","0.08563722184760625","-0.13786591123701608"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","FAIL","120","869","136","false","0.18177721930560994","0.8504027617951668","0.03592569912226984","0.13649851632047483","0.2593180015860428","0.18443804034582123","-0.13842975206611574"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","FAIL","245","847","158","false","0.4008596989054822","0.8713105076741441","0.0935757767412444","0.274131274131274","0.5152471270982633","0.42211168889893735","-0.14358647096362476"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","4","5","1","4","1","false","1","1005","0","1","0.0009940357852882703","0.0017513134851138354","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","PASS","20","98","9","false","-0.03127491383172142","0.3673469387755102","-0.08261662013881244","-0.039390130458216044","0.023091572262163573","0.04624230980989774","-0.1005894971467835"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","PASS","60","95","12","false","0.04080713625290532","0.6210526315789474","-0.036296455603046784","0.01388888888888884","0.12104015964080816","0.07846889952153102","-0.14235111799867173"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","PASS","120","91","16","false","0.18506616142240712","0.8461538461538461","0.03188824579021632","0.11733931240657691","0.26055081645892864","0.17702070808283232","-0.14423076923076927"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","PASS","245","90","17","false","0.46209544793178864","0.8555555555555555","0.08254094495537517","0.32402207433858143","0.6142650274675414","0.539932838461365","-0.15839404480616082"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","FAIL","20","818","81","false","-0.004403372765660999","0.4767726161369193","-0.05855016288588097","-0.0054420763874235","0.03981425292208646","0.04809427437895608","-0.0652284527743014"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","FAIL","60","793","106","false","0.053415932474612356","0.6494325346784363","-0.021392313270485852","0.036547433903576954","0.10144927536231885","0.08695652173913038","-0.13630952380952377"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","FAIL","120","779","120","false","0.1812127822351598","0.8510911424903723","0.03699551101367582","0.13803496081977085","0.25892756835754305","0.18771726535341826","-0.13767123287671235"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","FAIL","245","757","142","false","0.39357935886272477","0.8731836195508587","0.09425070688030157","0.26792452830188673","0.5119542619542619","0.417347745847614","-0.14177777777777778"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.5","3","0.5","false","107","899","0","90","0.10636182902584493","0.15761821366024517","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","PASS","20","37","3","false","-0.035866636098061136","0.35135135135135137","-0.07982631930527717","-0.0352633870265564","0.018045112781954975","0.04166666666666674","-0.0871225269003818"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","PASS","60","36","4","false","0.010646236303184274","0.6111111111111112","-0.030222641352036922","0.013692188350445722","0.07442386573566706","0.07039523638252809","-0.1666136890522819"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","PASS","120","32","8","false","0.16176162936706276","0.75","0.017667542102681566","0.10461652106138686","0.3463129959063149","0.17791961428622727","-0.176724924036471"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","PASS","245","31","9","false","0.6322131760752898","0.9032258064516129","0.1574559161768464","0.4009900990099009","0.6521414772648043","0.5818303273213092","-0.20236029156542867"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","FAIL","20","879","87","false","-0.006074897545154867","0.46985210466439137","-0.060538013803656754","-0.007194244604316502","0.039329737715714796","0.0482347090999502","-0.0694300518134715"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","FAIL","60","852","114","false","0.053817192358543396","0.647887323943662","-0.02165535063843413","0.035270613583151866","0.1025569412291838","0.08705894402622005","-0.13671576294751475"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","FAIL","120","838","128","false","0.18237399273374982","0.8544152744630071","0.0368848522810315","0.13682017183837758","0.25846978048064073","0.1845535149464298","-0.1377685720568642"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","FAIL","245","816","150","false","0.39207053494437444","0.8700980392156863","0.09168121833883675","0.2693685141509433","0.512785898839222","0.4176481712025466","-0.1421037551464462"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","UNKNOWN","20","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","UNKNOWN","60","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","UNKNOWN","120","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.6666666666666666","4","0.6666666666666666","false","40","966","0","38","0.039761431411530816","0.06654991243432574","UNKNOWN","245","0","0","true","","","","","","",""
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.8333333333333334","5","0.8333333333333334","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","20","4","1","true","0.030633239142224628","0.75","0.006488019796004635","0.03605672175234975","0.060201941098569745","0.0738512949039265","-0.06739363027451667"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.8333333333333334","5","0.8333333333333334","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","60","4","1","true","0.11502951920982521","0.75","0.01371134850222308","0.11913992777754812","0.22045809848515024","0.1751278874421579","-0.11025077313165954"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.8333333333333334","5","0.8333333333333334","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","120","4","1","true","0.31370205801312107","0.75","0.13132657372201098","0.29363988087696535","0.4760153651680754","0.3422222162948184","-0.11236717524806167"
"Monthly NEAR, 3 months","MONTHLY","NEAR_ENTERED","2025-02-03","2025-05-02","1006","571","6","7","0.8333333333333334","5","0.8333333333333334","false","5","1001","0","5","0.004970178926441352","0.008756567425569177","PASS","245","4","1","true","0.44479687177510896","0.75","0.03545677671152961","0.39500493234090817","0.8043450274044875","0.5710521601163667","-0.1295840662292112"
