"case","timeframe","eventSelector","sourceJobId","dimensions","cell","eventCount","uniqueTickerCount","horizonSessions","eligibleCount","unavailableCount","smallSample","meanReturn","medianReturn","positiveReturnRatio","q25Return","q75Return","medianMfe","medianMae"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S1""}","85","72","120","85","0","false","0.10220720709946594","0.08736349453978165","0.6470588235294118","-0.040500736377025004","0.25925192954680387","0.19085907744392716","-0.1388329979879276"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S1""}","85","72","245","85","0","false","0.22166608483012745","0.16899852724595","0.7176470588235294","-0.008403361344537785","0.4061399094111726","0.3187748156551333","-0.17039800995024879"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S2""}","158","123","20","158","0","false","0.03674397547881488","0.020304603402742094","0.6265822784810127","-0.01799255772907779","0.07363153594771249","0.06340837771997188","-0.03118577623810187"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S2""}","158","123","60","158","0","false","0.05606217193738685","0.045314159865267545","0.620253164556962","-0.05035540566259036","0.12858695159021827","0.10832837840608533","-0.09761947517946029"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S2""}","158","123","120","158","0","false","0.11795487403118567","0.08345096513471617","0.689873417721519","-0.03414766342758352","0.22729744960813614","0.1567393296674523","-0.11302253528332173"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S2""}","158","123","245","158","0","false","0.2876333710896045","0.19667524667524672","0.7215189873417721","-0.03004455107916762","0.5076867029082867","0.3132954966798126","-0.14142149783371155"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S3""}","299","215","20","299","0","false","0.01828233207029719","0.013883532587736225","0.5852842809364549","-0.027712028445791015","0.05735244360162728","0.05463917525773199","-0.045220966084275394"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S3""}","299","215","60","299","0","false","0.048281057050540595","0.022299115724721208","0.5585284280936454","-0.054235828921655294","0.13257286151755354","0.10083256244218308","-0.10939584524490187"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S3""}","299","215","120","299","0","false","0.10814140057422741","0.0618238021638331","0.6020066889632107","-0.0597599330823923","0.24390022085826002","0.16191904047976013","-0.13519503546099287"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S3""}","299","215","245","299","0","false","0.2985138039236689","0.18855598107681915","0.6956521739130435","-0.03955510676623869","0.46104955734667263","0.2822984959506363","-0.1433333333333333"
